{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '169', 'floors': 0, 'bp': '75/16', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '95', 'floors': 0, 'bp': '171/39', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '136', 'floors': 0, 'bp': '78/87', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '98', 'floors': 0, 'bp': '99/90', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '94', 'floors': 0, 'bp': '99/30', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '85', 'floors': 0, 'bp': '93/54', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '153/55', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '81/53', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '87/19', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '87/64', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '90', 'floors': 0, 'bp': '129/52', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '133', 'floors': 0, 'bp': '151/07', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '110', 'floors': 0, 'bp': '144/66', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '72/85', 'steps': 0}
{'distance': 0.10615000128746033, 'elevation': 0, 'calories': 42.7967414855957, 'pulse': 200, 'floors': 0, 'bp': '85/22', 'steps': 146}
{'distance': 0.042899999767541885, 'elevation': 0, 'calories': 28.81977081298828, 'pulse': 200, 'floors': 0, 'bp': '76/28', 'steps': 59}
{'distance': 0.10179000347852707, 'elevation': 0, 'calories': 39.82817840576172, 'pulse': '156', 'floors': 0, 'bp': '102/22', 'steps': 140}
{'distance': 0.07415000349283218, 'elevation': 0, 'calories': 38.34389877319336, 'pulse': '84', 'floors': 0, 'bp': '101/11', 'steps': 102}
{'distance': 0.023269999772310257, 'elevation': 0, 'calories': 26.717039108276367, 'pulse': 200, 'floors': 0, 'bp': '99/24', 'steps': 32}
{'distance': 0, 'elevation': 0, 'calories': 22.387889862060547, 'pulse': '85', 'floors': 0, 'bp': '187/91', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': '82', 'floors': 0, 'bp': '89/94', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.88265037536621, 'pulse': 200, 'floors': 0, 'bp': '180/32', 'steps': 0}
{'distance': 0.03562000021338463, 'elevation': 0, 'calories': 29.68560028076172, 'pulse': '128', 'floors': 0, 'bp': '74/66', 'steps': 49}
{'distance': 0.19266000390052795, 'elevation': 3.0480000972747803, 'calories': 41.55984115600586, 'pulse': 200, 'floors': 1, 'bp': '93/79', 'steps': 265}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '89', 'floors': 0, 'bp': '150/68', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.419330596923828, 'pulse': 200, 'floors': 0, 'bp': '149/48', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '140/44', 'steps': 0}
{'distance': 0.040720000863075256, 'elevation': 0, 'calories': 26.222280502319336, 'pulse': '118', 'floors': 0, 'bp': '138/21', 'steps': 56}
{'distance': 0.23848000168800354, 'elevation': 0, 'calories': 54.29991149902344, 'pulse': '112', 'floors': 0, 'bp': '84/34', 'steps': 328}
{'distance': 0, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': '81', 'floors': 0, 'bp': '179/04', 'steps': 0}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 25.85120964050293, 'pulse': '89', 'floors': 0, 'bp': '83/03', 'steps': 21}
{'distance': 0.178849995136261, 'elevation': 0, 'calories': 50.96028137207031, 'pulse': '139', 'floors': 0, 'bp': '73/04', 'steps': 246}
{'distance': 0.16648000478744507, 'elevation': 3.0480000972747803, 'calories': 39.82817840576172, 'pulse': 200, 'floors': 1, 'bp': '95/92', 'steps': 229}
{'distance': 0.041450001299381256, 'elevation': 0, 'calories': 31.04619026184082, 'pulse': '132', 'floors': 0, 'bp': '92/95', 'steps': 57}
{'distance': 0.023989999666810036, 'elevation': 0, 'calories': 25.603830337524414, 'pulse': '110', 'floors': 0, 'bp': '84/81', 'steps': 33}
{'distance': 0.11269000172615051, 'elevation': 0, 'calories': 38.46759033203125, 'pulse': '185', 'floors': 0, 'bp': '73/85', 'steps': 155}
{'distance': 0.0872500017285347, 'elevation': 0, 'calories': 32.28308868408203, 'pulse': '132', 'floors': 0, 'bp': '70/72', 'steps': 120}
{'distance': 0.21591000258922577, 'elevation': 0, 'calories': 44.6520881652832, 'pulse': '132', 'floors': 0, 'bp': '188/81', 'steps': 297}
{'distance': 0.1003199964761734, 'elevation': 0, 'calories': 36.11748123168945, 'pulse': 200, 'floors': 0, 'bp': '191/23', 'steps': 138}
{'distance': 0, 'elevation': 0, 'calories': 20.903610229492188, 'pulse': 200, 'floors': 0, 'bp': '88/42', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.893129348754883, 'pulse': 200, 'floors': 0, 'bp': '79/12', 'steps': 0}
{'distance': 0.08942999690771103, 'elevation': 0, 'calories': 34.75688934326172, 'pulse': 200, 'floors': 0, 'bp': '74/38', 'steps': 123}
{'distance': 0.1882999986410141, 'elevation': 0, 'calories': 44.899471282958984, 'pulse': '123', 'floors': 0, 'bp': '97/74', 'steps': 259}
{'distance': 0.3351599872112274, 'elevation': 0, 'calories': 58.87643814086914, 'pulse': '99', 'floors': 0, 'bp': '96/15', 'steps': 461}
{'distance': 0.034170001745224, 'elevation': 0, 'calories': 27.706560134887695, 'pulse': '157', 'floors': 0, 'bp': '126/70', 'steps': 47}
{'distance': 0.1708499938249588, 'elevation': 3.0480000972747803, 'calories': 43.291500091552734, 'pulse': '86', 'floors': 1, 'bp': '79/49', 'steps': 235}
{'distance': 0, 'elevation': 0, 'calories': 23.130029678344727, 'pulse': 200, 'floors': 0, 'bp': '90/75', 'steps': 0}
{'distance': 0.1185000017285347, 'elevation': 3.0480000972747803, 'calories': 36.612239837646484, 'pulse': '96', 'floors': 1, 'bp': '183/90', 'steps': 163}
{'distance': 0.14248999953269958, 'elevation': 0, 'calories': 42.4256706237793, 'pulse': '132', 'floors': 0, 'bp': '173/93', 'steps': 196}
{'distance': 0.022539999336004257, 'elevation': 0, 'calories': 23.872169494628906, 'pulse': '90', 'floors': 0, 'bp': '86/47', 'steps': 31}
{'distance': 0.011640000157058239, 'elevation': 0, 'calories': 25.10906982421875, 'pulse': '111', 'floors': 0, 'bp': '101/80', 'steps': 16}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 23.62479019165039, 'pulse': '169', 'floors': 0, 'bp': '105/70', 'steps': 4}
{'distance': 0.01889999955892563, 'elevation': 0, 'calories': 23.253719329833984, 'pulse': 200, 'floors': 0, 'bp': '86/60', 'steps': 26}
{'distance': 0, 'elevation': 0, 'calories': 18.924570083618164, 'pulse': '138', 'floors': 0, 'bp': '174/76', 'steps': 0}
{'distance': 0.008729999884963036, 'elevation': 0, 'calories': 23.00634002685547, 'pulse': '98', 'floors': 0, 'bp': '144/83', 'steps': 12}
{'distance': 0.006539999973028898, 'elevation': 0, 'calories': 24.119550704956055, 'pulse': '179', 'floors': 0, 'bp': '134/53', 'steps': 9}
{'distance': 0.014539999887347221, 'elevation': 0, 'calories': 24.490619659423828, 'pulse': '151', 'floors': 0, 'bp': '148/63', 'steps': 20}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': 200, 'floors': 0, 'bp': '89/30', 'steps': 0}
{'distance': 0.013819999992847443, 'elevation': 0, 'calories': 23.00634002685547, 'pulse': 200, 'floors': 0, 'bp': '88/94', 'steps': 19}
{'distance': 0.03345999866724014, 'elevation': 0, 'calories': 33.27260971069336, 'pulse': 200, 'floors': 0, 'bp': '129/02', 'steps': 46}
{'distance': 0, 'elevation': 0, 'calories': 19.048259735107422, 'pulse': '159', 'floors': 0, 'bp': '84/96', 'steps': 0}
{'distance': 0.16940000653266907, 'elevation': 3.0480000972747803, 'calories': 42.67304992675781, 'pulse': '80', 'floors': 1, 'bp': '79/71', 'steps': 233}
{'distance': 0, 'elevation': 0, 'calories': 18.800880432128906, 'pulse': '94', 'floors': 0, 'bp': '99/49', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.924570083618164, 'pulse': '186', 'floors': 0, 'bp': '93/77', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '118', 'floors': 0, 'bp': '79/34', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '157/35', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '162', 'floors': 0, 'bp': '121/34', 'steps': 0}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 20.77992057800293, 'pulse': '93', 'floors': 0, 'bp': '192/27', 'steps': 6}
{'distance': 0, 'elevation': 0, 'calories': 18.924570083618164, 'pulse': 200, 'floors': 0, 'bp': '87/20', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '190/55', 'steps': 0}
{'distance': 0.0058200000785291195, 'elevation': 0, 'calories': 21.027299880981445, 'pulse': '88', 'floors': 0, 'bp': '72/61', 'steps': 8}
