{'distance': 0, 'elevation': 0, 'calories': 18.800880432128906, 'pulse': '170', 'floors': 0, 'bp': '101/27', 'steps': 0}
{'distance': 0.04580000042915344, 'elevation': 0, 'calories': 27.830249786376953, 'pulse': '113', 'floors': 0, 'bp': '197/40', 'steps': 63}
{'distance': 0, 'elevation': 0, 'calories': 19.17194938659668, 'pulse': '161', 'floors': 0, 'bp': '101/07', 'steps': 0}
{'distance': 0.027639999985694885, 'elevation': 0, 'calories': 26.222280502319336, 'pulse': 200, 'floors': 0, 'bp': '102/00', 'steps': 38}
{'distance': 0.033440001308918, 'elevation': 0, 'calories': 30.056669235229492, 'pulse': 200, 'floors': 0, 'bp': '82/25', 'steps': 46}
{'distance': 0, 'elevation': 0, 'calories': 20.03778076171875, 'pulse': '183', 'floors': 0, 'bp': '195/92', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.501100540161133, 'pulse': '123', 'floors': 0, 'bp': '192/36', 'steps': 0}
{'distance': 0.034170001745224, 'elevation': 0, 'calories': 26.840730667114258, 'pulse': 200, 'floors': 0, 'bp': '93/25', 'steps': 47}
{'distance': 0.013810000382363796, 'elevation': 0, 'calories': 23.377410888671875, 'pulse': '92', 'floors': 0, 'bp': '167/02', 'steps': 19}
{'distance': 0.056710001081228256, 'elevation': 3.0480000972747803, 'calories': 31.293569564819336, 'pulse': '131', 'floors': 1, 'bp': '78/99', 'steps': 78}
{'distance': 0, 'elevation': 0, 'calories': 20.903610229492188, 'pulse': '130', 'floors': 0, 'bp': '96/59', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': 200, 'floors': 0, 'bp': '130/65', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.03778076171875, 'pulse': 200, 'floors': 0, 'bp': '94/68', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.7903995513916, 'pulse': 200, 'floors': 0, 'bp': '169/27', 'steps': 0}
{'distance': 0.05380000174045563, 'elevation': 0, 'calories': 26.717039108276367, 'pulse': '85', 'floors': 0, 'bp': '120/55', 'steps': 74}
{'distance': 0.178849995136261, 'elevation': 0, 'calories': 45.1468505859375, 'pulse': '88', 'floors': 0, 'bp': '96/87', 'steps': 246}
{'distance': 0.01672999933362007, 'elevation': 0, 'calories': 25.10906982421875, 'pulse': '93', 'floors': 0, 'bp': '155/29', 'steps': 23}
{'distance': 0.12432000041007996, 'elevation': 0, 'calories': 41.930908203125, 'pulse': '98', 'floors': 0, 'bp': '197/78', 'steps': 171}
{'distance': 0.11195000261068344, 'elevation': 0, 'calories': 42.17829132080078, 'pulse': 200, 'floors': 0, 'bp': '95/62', 'steps': 154}
{'distance': 0.08433999866247177, 'elevation': 3.0480000972747803, 'calories': 30.675119400024414, 'pulse': 200, 'floors': 1, 'bp': '91/29', 'steps': 116}
{'distance': 0.022530000656843185, 'elevation': 0, 'calories': 24.614309310913086, 'pulse': '80', 'floors': 0, 'bp': '76/13', 'steps': 31}
{'distance': 0, 'elevation': 0, 'calories': 21.645750045776367, 'pulse': '88', 'floors': 0, 'bp': '94/92', 'steps': 0}
{'distance': 0.14248999953269958, 'elevation': 3.0480000972747803, 'calories': 36.488548278808594, 'pulse': '151', 'floors': 1, 'bp': '90/21', 'steps': 196}
{'distance': 0, 'elevation': 0, 'calories': 24.243240356445312, 'pulse': '183', 'floors': 0, 'bp': '119/31', 'steps': 0}
{'distance': 0.07197999954223633, 'elevation': 0, 'calories': 31.169879913330078, 'pulse': '93', 'floors': 0, 'bp': '176/73', 'steps': 99}
{'distance': 0.10397999733686447, 'elevation': 0, 'calories': 36.98331069946289, 'pulse': '152', 'floors': 0, 'bp': '72/31', 'steps': 143}
{'distance': 0.07489000260829926, 'elevation': 0, 'calories': 33.89105987548828, 'pulse': 200, 'floors': 0, 'bp': '175/82', 'steps': 103}
{'distance': 0.3714900016784668, 'elevation': 0, 'calories': 57.268470764160156, 'pulse': 200, 'floors': 0, 'bp': '74/47', 'steps': 511}
{'distance': 0.23336000740528107, 'elevation': 0, 'calories': 51.949798583984375, 'pulse': 200, 'floors': 0, 'bp': '111/74', 'steps': 321}
{'distance': 0.12578000128269196, 'elevation': 0, 'calories': 43.291500091552734, 'pulse': '93', 'floors': 0, 'bp': '109/14', 'steps': 173}
{'distance': 0.1272200047969818, 'elevation': 0, 'calories': 58.87643814086914, 'pulse': 200, 'floors': 0, 'bp': '148/61', 'steps': 175}
{'distance': 0.023259999230504036, 'elevation': 0, 'calories': 26.717039108276367, 'pulse': 200, 'floors': 0, 'bp': '78/09', 'steps': 32}
{'distance': 0.012360000051558018, 'elevation': 0, 'calories': 25.480140686035156, 'pulse': '171', 'floors': 0, 'bp': '88/97', 'steps': 17}
{'distance': 0.0501599982380867, 'elevation': 3.0480000972747803, 'calories': 29.56191062927246, 'pulse': '84', 'floors': 1, 'bp': '87/73', 'steps': 69}
{'distance': 0.03781000152230263, 'elevation': 0, 'calories': 29.56191062927246, 'pulse': '114', 'floors': 0, 'bp': '80/88', 'steps': 52}
{'distance': 0.03852999955415726, 'elevation': 0, 'calories': 27.830249786376953, 'pulse': 200, 'floors': 0, 'bp': '140/61', 'steps': 53}
{'distance': 0, 'elevation': 0, 'calories': 22.387889862060547, 'pulse': '198', 'floors': 0, 'bp': '100/10', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': '97', 'floors': 0, 'bp': '118/76', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.387889862060547, 'pulse': '84', 'floors': 0, 'bp': '87/87', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.26420021057129, 'pulse': '180', 'floors': 0, 'bp': '76/12', 'steps': 0}
{'distance': 0.05234000086784363, 'elevation': 0, 'calories': 31.664640426635742, 'pulse': '94', 'floors': 0, 'bp': '85/82', 'steps': 72}
{'distance': 0.10395999997854233, 'elevation': 0, 'calories': 45.394229888916016, 'pulse': '82', 'floors': 0, 'bp': '176/04', 'steps': 143}
{'distance': 0.022539999336004257, 'elevation': 0, 'calories': 34.5095100402832, 'pulse': 200, 'floors': 0, 'bp': '187/60', 'steps': 31}
{'distance': 0.057440001517534256, 'elevation': 0, 'calories': 36.98331069946289, 'pulse': '99', 'floors': 0, 'bp': '145/46', 'steps': 79}
{'distance': 0.16430999338626862, 'elevation': 0, 'calories': 46.26005935668945, 'pulse': '84', 'floors': 0, 'bp': '163/30', 'steps': 226}
{'distance': 0.05525000020861626, 'elevation': 0, 'calories': 29.314529418945312, 'pulse': '149', 'floors': 0, 'bp': '165/23', 'steps': 76}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '85', 'floors': 0, 'bp': '159/28', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '90', 'floors': 0, 'bp': '95/41', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '114', 'floors': 0, 'bp': '189/68', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '174', 'floors': 0, 'bp': '172/51', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '99', 'floors': 0, 'bp': '87/37', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '119', 'floors': 0, 'bp': '76/61', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '161/60', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '91/11', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '171/56', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '98/99', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '104/28', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '82', 'floors': 0, 'bp': '81/27', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '154', 'floors': 0, 'bp': '110/25', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '94', 'floors': 0, 'bp': '99/51', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '119', 'floors': 0, 'bp': '180/34', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '85', 'floors': 0, 'bp': '97/86', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '81', 'floors': 0, 'bp': '95/87', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '149/21', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '96/80', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '95', 'floors': 0, 'bp': '187/58', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '138', 'floors': 0, 'bp': '87/51', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '132', 'floors': 0, 'bp': '180/54', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '196', 'floors': 0, 'bp': '169/34', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '181', 'floors': 0, 'bp': '87/93', 'steps': 0}
