{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': 200, 'floors': 0, 'bp': '157/92', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': 200, 'floors': 0, 'bp': '130/77', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '194', 'floors': 0, 'bp': '166/06', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': 200, 'floors': 0, 'bp': '130/64', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '170', 'floors': 0, 'bp': '165/61', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '82', 'floors': 0, 'bp': '124/67', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '97', 'floors': 0, 'bp': '150/27', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '90', 'floors': 0, 'bp': '98/47', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '91', 'floors': 0, 'bp': '177/31', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': 200, 'floors': 0, 'bp': '133/77', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': 200, 'floors': 0, 'bp': '189/59', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '92', 'floors': 0, 'bp': '160/89', 'steps': 0}
{'distance': 0.006539999973028898, 'elevation': 0, 'calories': 21.152700424194336, 'pulse': 200, 'floors': 0, 'bp': '90/48', 'steps': 9}
{'distance': 0.03635000064969063, 'elevation': 0, 'calories': 23.874099731445312, 'pulse': 200, 'floors': 0, 'bp': '97/47', 'steps': 50}
{'distance': 0.00872000027447939, 'elevation': 0, 'calories': 20.657899856567383, 'pulse': '160', 'floors': 0, 'bp': '140/89', 'steps': 12}
{'distance': 0.01817999966442585, 'elevation': 0, 'calories': 21.77120018005371, 'pulse': 200, 'floors': 0, 'bp': '88/24', 'steps': 25}
{'distance': 0, 'elevation': 0, 'calories': 19.915700912475586, 'pulse': '90', 'floors': 0, 'bp': '193/81', 'steps': 0}
{'distance': 0.09087999910116196, 'elevation': 0, 'calories': 34.759700775146484, 'pulse': '125', 'floors': 0, 'bp': '83/66', 'steps': 125}
{'distance': 0, 'elevation': 0, 'calories': 19.420900344848633, 'pulse': 200, 'floors': 0, 'bp': '197/65', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.389699935913086, 'pulse': '85', 'floors': 0, 'bp': '194/63', 'steps': 0}
{'distance': 0.026170000433921814, 'elevation': 0, 'calories': 24.12150001525879, 'pulse': '113', 'floors': 0, 'bp': '76/63', 'steps': 36}
{'distance': 0.11342000216245651, 'elevation': 0, 'calories': 38.09960174560547, 'pulse': '98', 'floors': 0, 'bp': '193/99', 'steps': 156}
{'distance': 0.016720000654459, 'elevation': 0, 'calories': 24.492599487304688, 'pulse': 200, 'floors': 0, 'bp': '78/52', 'steps': 23}
{'distance': 0.025450000539422035, 'elevation': 0, 'calories': 22.760799407958984, 'pulse': '85', 'floors': 0, 'bp': '138/53', 'steps': 35}
{'distance': 0.07925000041723251, 'elevation': 0, 'calories': 32.78049850463867, 'pulse': '116', 'floors': 0, 'bp': '93/50', 'steps': 109}
{'distance': 0.2471799999475479, 'elevation': 0, 'calories': 57.025699615478516, 'pulse': '108', 'floors': 0, 'bp': '143/46', 'steps': 340}
{'distance': 0.2856900095939636, 'elevation': 3.0480000972747803, 'calories': 64.69509887695312, 'pulse': 200, 'floors': 1, 'bp': '135/16', 'steps': 393}
{'distance': 0, 'elevation': 0, 'calories': 18.55500030517578, 'pulse': '84', 'floors': 0, 'bp': '81/11', 'steps': 0}
{'distance': 0.2588199973106384, 'elevation': 0, 'calories': 63.95289993286133, 'pulse': '158', 'floors': 0, 'bp': '155/84', 'steps': 356}
{'distance': 0, 'elevation': 0, 'calories': 22.760799407958984, 'pulse': 200, 'floors': 0, 'bp': '72/77', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.760799407958984, 'pulse': '194', 'floors': 0, 'bp': '92/58', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 24.98740005493164, 'pulse': 200, 'floors': 0, 'bp': '78/09', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 21.276399612426758, 'pulse': 200, 'floors': 0, 'bp': '86/28', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.503000259399414, 'pulse': 200, 'floors': 0, 'bp': '142/21', 'steps': 0}
{'distance': 0.10106000304222107, 'elevation': 0, 'calories': 33.893798828125, 'pulse': '129', 'floors': 0, 'bp': '143/92', 'steps': 139}
{'distance': 0, 'elevation': 0, 'calories': 23.00819969177246, 'pulse': '106', 'floors': 0, 'bp': '144/68', 'steps': 0}
{'distance': 0.1613900065422058, 'elevation': 0, 'calories': 42.67649841308594, 'pulse': 200, 'floors': 0, 'bp': '119/59', 'steps': 222}
{'distance': 0.32642999291419983, 'elevation': 0, 'calories': 56.28350067138672, 'pulse': '101', 'floors': 0, 'bp': '151/66', 'steps': 449}
{'distance': 0.01817999966442585, 'elevation': 0, 'calories': 26.471799850463867, 'pulse': '116', 'floors': 0, 'bp': '83/64', 'steps': 25}
{'distance': 0, 'elevation': 0, 'calories': 23.255599975585938, 'pulse': '93', 'floors': 0, 'bp': '91/87', 'steps': 0}
{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 24.98740005493164, 'pulse': '159', 'floors': 0, 'bp': '84/62', 'steps': 13}
{'distance': 0.09233999997377396, 'elevation': 0, 'calories': 35.00709915161133, 'pulse': 200, 'floors': 0, 'bp': '79/39', 'steps': 127}
{'distance': 0.24355000257492065, 'elevation': 3.0480000972747803, 'calories': 47.25339889526367, 'pulse': '104', 'floors': 1, 'bp': '191/94', 'steps': 335}
{'distance': 0, 'elevation': 0, 'calories': 23.00819969177246, 'pulse': 200, 'floors': 0, 'bp': '192/04', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.266000747680664, 'pulse': 200, 'floors': 0, 'bp': '83/81', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.389699935913086, 'pulse': 200, 'floors': 0, 'bp': '116/59', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.760799407958984, 'pulse': '125', 'floors': 0, 'bp': '76/21', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.276399612426758, 'pulse': 200, 'floors': 0, 'bp': '78/65', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 30.924999237060547, 'pulse': '87', 'floors': 0, 'bp': '148/58', 'steps': 0}
{'distance': 0.00800000037997961, 'elevation': 0, 'calories': 24.368900299072266, 'pulse': '126', 'floors': 0, 'bp': '78/58', 'steps': 11}
{'distance': 0, 'elevation': 0, 'calories': 22.389699935913086, 'pulse': '183', 'floors': 0, 'bp': '71/53', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.513399124145508, 'pulse': '84', 'floors': 0, 'bp': '116/01', 'steps': 0}
{'distance': 0.30024999380111694, 'elevation': 0, 'calories': 50.71699905395508, 'pulse': '180', 'floors': 0, 'bp': '84/44', 'steps': 413}
{'distance': 0.068340003490448, 'elevation': 0, 'calories': 39.46030044555664, 'pulse': 200, 'floors': 0, 'bp': '90/05', 'steps': 94}
{'distance': 0.07343000173568726, 'elevation': 0, 'calories': 35.87300109863281, 'pulse': '80', 'floors': 0, 'bp': '86/26', 'steps': 101}
{'distance': 0.16574999690055847, 'elevation': 0, 'calories': 44.77939987182617, 'pulse': '87', 'floors': 0, 'bp': '78/58', 'steps': 228}
{'distance': 0.044349998235702515, 'elevation': 0, 'calories': 32.038299560546875, 'pulse': '90', 'floors': 0, 'bp': '121/27', 'steps': 61}
{'distance': 0, 'elevation': 0, 'calories': 23.75040054321289, 'pulse': '84', 'floors': 0, 'bp': '183/56', 'steps': 0}
{'distance': 0.01962999999523163, 'elevation': 0, 'calories': 29.564300537109375, 'pulse': 200, 'floors': 0, 'bp': '88/95', 'steps': 27}
{'distance': 0, 'elevation': 0, 'calories': 23.626699447631836, 'pulse': '90', 'floors': 0, 'bp': '86/14', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.266000747680664, 'pulse': '82', 'floors': 0, 'bp': '106/91', 'steps': 0}
{'distance': 0.01600000075995922, 'elevation': 0, 'calories': 27.46139907836914, 'pulse': '83', 'floors': 0, 'bp': '117/23', 'steps': 22}
{'distance': 0, 'elevation': 0, 'calories': 23.131900787353516, 'pulse': '94', 'floors': 0, 'bp': '183/39', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 24.98740005493164, 'pulse': '82', 'floors': 0, 'bp': '71/17', 'steps': 0}
{'distance': 0.066880002617836, 'elevation': 0, 'calories': 36.98630142211914, 'pulse': 200, 'floors': 0, 'bp': '119/99', 'steps': 92}
{'distance': 0, 'elevation': 0, 'calories': 23.131900787353516, 'pulse': '95', 'floors': 0, 'bp': '168/34', 'steps': 0}
{'distance': 0.01889999955892563, 'elevation': 0, 'calories': 27.585100173950195, 'pulse': 200, 'floors': 0, 'bp': '117/81', 'steps': 26}
{'distance': 0, 'elevation': 0, 'calories': 22.389699935913086, 'pulse': '91', 'floors': 0, 'bp': '95/92', 'steps': 0}
{'distance': 0.06469999998807907, 'elevation': 0, 'calories': 30.924999237060547, 'pulse': '91', 'floors': 0, 'bp': '73/01', 'steps': 89}
{'distance': 0.03271999955177307, 'elevation': 0, 'calories': 28.698400497436523, 'pulse': '177', 'floors': 0, 'bp': '87/18', 'steps': 45}
{'distance': 0, 'elevation': 0, 'calories': 23.00819969177246, 'pulse': '86', 'floors': 0, 'bp': '71/08', 'steps': 0}
{'distance': 0.013810000382363796, 'elevation': 0, 'calories': 27.46139907836914, 'pulse': '82', 'floors': 0, 'bp': '152/81', 'steps': 19}
{'distance': 0, 'elevation': 0, 'calories': 23.37929916381836, 'pulse': '82', 'floors': 0, 'bp': '87/03', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.131900787353516, 'pulse': '163', 'floors': 0, 'bp': '88/05', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.513399124145508, 'pulse': '151', 'floors': 0, 'bp': '178/11', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.88450050354004, 'pulse': '91', 'floors': 0, 'bp': '77/92', 'steps': 0}
{'distance': 0.028359999880194664, 'elevation': 0, 'calories': 27.832500457763672, 'pulse': '80', 'floors': 0, 'bp': '157/49', 'steps': 39}
{'distance': 0.03200000151991844, 'elevation': 0, 'calories': 29.3169002532959, 'pulse': 200, 'floors': 0, 'bp': '82/90', 'steps': 44}
{'distance': 0, 'elevation': 0, 'calories': 22.389699935913086, 'pulse': 200, 'floors': 0, 'bp': '86/19', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 24.98740005493164, 'pulse': 200, 'floors': 0, 'bp': '188/14', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 22.018600463867188, 'pulse': 200, 'floors': 0, 'bp': '140/28', 'steps': 0}
