{'distance': 0, 'elevation': 0, 'calories': 19.7903995513916, 'pulse': 200, 'floors': 0, 'bp': '98/08', 'steps': 0}
{'distance': 0.058159999549388885, 'elevation': 0, 'calories': 30.675119400024414, 'pulse': 200, 'floors': 0, 'bp': '181/66', 'steps': 80}
{'distance': 0.1003199964761734, 'elevation': 0, 'calories': 42.7967414855957, 'pulse': '97', 'floors': 0, 'bp': '189/83', 'steps': 138}
{'distance': 0.049430001527071, 'elevation': 0, 'calories': 31.912019729614258, 'pulse': 200, 'floors': 0, 'bp': '78/97', 'steps': 68}
{'distance': 0.16213999688625336, 'elevation': 0, 'calories': 40.69401168823242, 'pulse': '155', 'floors': 0, 'bp': '70/30', 'steps': 223}
{'distance': 0.042169999331235886, 'elevation': 0, 'calories': 28.81977081298828, 'pulse': '155', 'floors': 0, 'bp': '76/74', 'steps': 58}
{'distance': 0, 'elevation': 0, 'calories': 22.14051055908203, 'pulse': '107', 'floors': 0, 'bp': '154/95', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.656230926513672, 'pulse': 200, 'floors': 0, 'bp': '186/15', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.016820907592773, 'pulse': '95', 'floors': 0, 'bp': '72/49', 'steps': 0}
{'distance': 0.023259999230504036, 'elevation': 0, 'calories': 26.345970153808594, 'pulse': '198', 'floors': 0, 'bp': '160/62', 'steps': 32}
{'distance': 0.013079999946057796, 'elevation': 0, 'calories': 25.974899291992188, 'pulse': '128', 'floors': 0, 'bp': '190/86', 'steps': 18}
{'distance': 0.04580000042915344, 'elevation': 0, 'calories': 26.964420318603516, 'pulse': '96', 'floors': 0, 'bp': '71/37', 'steps': 63}
{'distance': 0, 'elevation': 0, 'calories': 20.53253936767578, 'pulse': 200, 'floors': 0, 'bp': '123/78', 'steps': 0}
{'distance': 0.021080000326037407, 'elevation': 0, 'calories': 27.088109970092773, 'pulse': '99', 'floors': 0, 'bp': '94/54', 'steps': 29}
{'distance': 0.09305000305175781, 'elevation': 0, 'calories': 36.735931396484375, 'pulse': 200, 'floors': 0, 'bp': '141/62', 'steps': 128}
{'distance': 0.06981000304222107, 'elevation': 0, 'calories': 35.251651763916016, 'pulse': '101', 'floors': 0, 'bp': '156/16', 'steps': 96}
{'distance': 0.14030000567436218, 'elevation': 0, 'calories': 47.4969596862793, 'pulse': '86', 'floors': 0, 'bp': '90/80', 'steps': 193}
{'distance': 0, 'elevation': 0, 'calories': 23.501100540161133, 'pulse': '84', 'floors': 0, 'bp': '163/71', 'steps': 0}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 24.614309310913086, 'pulse': '99', 'floors': 0, 'bp': '171/82', 'steps': 21}
{'distance': 0, 'elevation': 0, 'calories': 22.758960723876953, 'pulse': '92', 'floors': 0, 'bp': '132/08', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': 200, 'floors': 0, 'bp': '86/23', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.758960723876953, 'pulse': '86', 'floors': 0, 'bp': '80/09', 'steps': 0}
{'distance': 0.01090999972075224, 'elevation': 0, 'calories': 26.717039108276367, 'pulse': 200, 'floors': 0, 'bp': '137/69', 'steps': 15}
{'distance': 0.12432000041007996, 'elevation': 0, 'calories': 34.38581848144531, 'pulse': '86', 'floors': 0, 'bp': '180/47', 'steps': 171}
{'distance': 0.17086000740528107, 'elevation': 0, 'calories': 40.57032012939453, 'pulse': '87', 'floors': 0, 'bp': '193/30', 'steps': 235}
{'distance': 0, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': '87', 'floors': 0, 'bp': '141/07', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.26420021057129, 'pulse': '84', 'floors': 0, 'bp': '139/09', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': 200, 'floors': 0, 'bp': '99/59', 'steps': 0}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 24.36693000793457, 'pulse': 200, 'floors': 0, 'bp': '88/64', 'steps': 6}
{'distance': 0.03925999999046326, 'elevation': 0, 'calories': 35.87009811401367, 'pulse': 200, 'floors': 0, 'bp': '77/47', 'steps': 54}
{'distance': 0.04726000130176544, 'elevation': 0, 'calories': 30.675119400024414, 'pulse': '141', 'floors': 0, 'bp': '162/09', 'steps': 65}
{'distance': 0, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': '84', 'floors': 0, 'bp': '133/47', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.74847984313965, 'pulse': 200, 'floors': 0, 'bp': '78/96', 'steps': 0}
{'distance': 0.06469999998807907, 'elevation': 0, 'calories': 32.159400939941406, 'pulse': 200, 'floors': 0, 'bp': '146/35', 'steps': 89}
{'distance': 0.061799999326467514, 'elevation': 0, 'calories': 31.912019729614258, 'pulse': '87', 'floors': 0, 'bp': '82/78', 'steps': 85}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': 200, 'floors': 0, 'bp': '94/69', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 24.861690521240234, 'pulse': 200, 'floors': 0, 'bp': '103/29', 'steps': 0}
{'distance': 0.07197000086307526, 'elevation': 0, 'calories': 42.67304992675781, 'pulse': 200, 'floors': 0, 'bp': '90/38', 'steps': 99}
{'distance': 0, 'elevation': 0, 'calories': 22.26420021057129, 'pulse': '90', 'floors': 0, 'bp': '104/71', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.26420021057129, 'pulse': '92', 'floors': 0, 'bp': '127/32', 'steps': 0}
{'distance': 0.03125999867916107, 'elevation': 0, 'calories': 32.159400939941406, 'pulse': '86', 'floors': 0, 'bp': '120/00', 'steps': 43}
{'distance': 0, 'elevation': 0, 'calories': 25.85120964050293, 'pulse': '171', 'floors': 0, 'bp': '92/72', 'steps': 0}
{'distance': 0.029079999774694443, 'elevation': 0, 'calories': 32.90153884887695, 'pulse': '199', 'floors': 0, 'bp': '197/38', 'steps': 40}
{'distance': 0.06689000129699707, 'elevation': 0, 'calories': 39.2097282409668, 'pulse': '138', 'floors': 0, 'bp': '108/52', 'steps': 92}
{'distance': 0, 'elevation': 0, 'calories': 25.232759475708008, 'pulse': 200, 'floors': 0, 'bp': '83/25', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 25.727519989013672, 'pulse': 200, 'floors': 0, 'bp': '94/14', 'steps': 0}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 25.356449127197266, 'pulse': 200, 'floors': 0, 'bp': '174/15', 'steps': 21}
{'distance': 0.1192300021648407, 'elevation': 0, 'calories': 43.415191650390625, 'pulse': '151', 'floors': 0, 'bp': '97/32', 'steps': 164}
{'distance': 0, 'elevation': 0, 'calories': 25.727519989013672, 'pulse': 200, 'floors': 0, 'bp': '182/31', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 24.36693000793457, 'pulse': '199', 'floors': 0, 'bp': '90/08', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.62479019165039, 'pulse': '121', 'floors': 0, 'bp': '92/94', 'steps': 0}
{'distance': 0.006539999973028898, 'elevation': 0, 'calories': 50.2181396484375, 'pulse': '94', 'floors': 0, 'bp': '138/85', 'steps': 9}
{'distance': 0.058889999985694885, 'elevation': 3.0480000972747803, 'calories': 31.417259216308594, 'pulse': '83', 'floors': 1, 'bp': '144/13', 'steps': 81}
{'distance': 0.030540000647306442, 'elevation': 0, 'calories': 27.706560134887695, 'pulse': '95', 'floors': 0, 'bp': '71/02', 'steps': 42}
{'distance': 0.11631999909877777, 'elevation': 3.0480000972747803, 'calories': 38.96234893798828, 'pulse': '156', 'floors': 1, 'bp': '93/11', 'steps': 160}
{'distance': 0.03635000064969063, 'elevation': 0, 'calories': 27.33548927307129, 'pulse': 200, 'floors': 0, 'bp': '98/85', 'steps': 50}
{'distance': 0.18104000389575958, 'elevation': 0, 'calories': 43.66257095336914, 'pulse': 200, 'floors': 0, 'bp': '72/96', 'steps': 249}
{'distance': 0.35405999422073364, 'elevation': 3.0480000972747803, 'calories': 63.329280853271484, 'pulse': 200, 'floors': 1, 'bp': '80/75', 'steps': 487}
{'distance': 0.0348999984562397, 'elevation': 0, 'calories': 27.45918083190918, 'pulse': '191', 'floors': 0, 'bp': '140/02', 'steps': 48}
{'distance': 0, 'elevation': 0, 'calories': 23.130029678344727, 'pulse': '82', 'floors': 0, 'bp': '131/15', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.130029678344727, 'pulse': '176', 'floors': 0, 'bp': '136/52', 'steps': 0}
{'distance': 0.033440001308918, 'elevation': 3.0480000972747803, 'calories': 28.20132064819336, 'pulse': 200, 'floors': 1, 'bp': '166/17', 'steps': 46}
{'distance': 0.006539999973028898, 'elevation': 0, 'calories': 23.253719329833984, 'pulse': '96', 'floors': 0, 'bp': '74/88', 'steps': 9}
{'distance': 0, 'elevation': 0, 'calories': 20.53253936767578, 'pulse': '91', 'floors': 0, 'bp': '71/84', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 23.253719329833984, 'pulse': 200, 'floors': 0, 'bp': '76/16', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 22.016820907592773, 'pulse': '126', 'floors': 0, 'bp': '92/05', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.27467918395996, 'pulse': '142', 'floors': 0, 'bp': '73/56', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.17194938659668, 'pulse': '154', 'floors': 0, 'bp': '142/35', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.7903995513916, 'pulse': '89', 'floors': 0, 'bp': '141/85', 'steps': 0}
