{'distance': 0, 'elevation': 0, 'calories': 18.681720733642578, 'pulse': '82', 'floors': 0, 'bp': '171/66', 'steps': 0}
{'distance': 0.03635000064969063, 'elevation': 0, 'calories': 27.713279724121094, 'pulse': '176', 'floors': 0, 'bp': '93/08', 'steps': 50}
{'distance': 0.024000000208616257, 'elevation': 0, 'calories': 27.96072006225586, 'pulse': '109', 'floors': 0, 'bp': '140/83', 'steps': 33}
{'distance': 0.1206900030374527, 'elevation': 0, 'calories': 38.47692108154297, 'pulse': '91', 'floors': 0, 'bp': '89/04', 'steps': 166}
{'distance': 0.026900000870227814, 'elevation': 0, 'calories': 26.228639602661133, 'pulse': '151', 'floors': 0, 'bp': '84/64', 'steps': 37}
{'distance': 0.01817999966442585, 'elevation': 0, 'calories': 25.48632049560547, 'pulse': 200, 'floors': 0, 'bp': '103/16', 'steps': 25}
{'distance': 0.1359499990940094, 'elevation': 0, 'calories': 59.63304138183594, 'pulse': '150', 'floors': 0, 'bp': '85/60', 'steps': 187}
{'distance': 0.0697999969124794, 'elevation': 0, 'calories': 45.034080505371094, 'pulse': '152', 'floors': 0, 'bp': '79/85', 'steps': 96}
{'distance': 0.06543000042438507, 'elevation': 3.0480000972747803, 'calories': 216.01512145996094, 'pulse': '85', 'floors': 1, 'bp': '156/03', 'steps': 90}
{'distance': 0.0508899986743927, 'elevation': 0, 'calories': 61.24140167236328, 'pulse': '132', 'floors': 0, 'bp': '193/43', 'steps': 70}
{'distance': 0, 'elevation': 0, 'calories': 22.888200759887695, 'pulse': '93', 'floors': 0, 'bp': '71/06', 'steps': 0}
{'distance': 0.057440001517534256, 'elevation': 0, 'calories': 44.04431915283203, 'pulse': '82', 'floors': 0, 'bp': '80/50', 'steps': 79}
{'distance': 0.11342000216245651, 'elevation': 0, 'calories': 37.363441467285156, 'pulse': 200, 'floors': 0, 'bp': '134/46', 'steps': 156}
{'distance': 0.18538999557495117, 'elevation': 0, 'calories': 48.6219596862793, 'pulse': '99', 'floors': 0, 'bp': '122/20', 'steps': 255}
{'distance': 0.03635000064969063, 'elevation': 0, 'calories': 29.321640014648438, 'pulse': 200, 'floors': 0, 'bp': '168/44', 'steps': 50}
{'distance': 0.20864999294281006, 'elevation': 0, 'calories': 57.40607833862305, 'pulse': 200, 'floors': 0, 'bp': '77/53', 'steps': 287}
{'distance': 0.20430999994277954, 'elevation': 0, 'calories': 57.03491973876953, 'pulse': '83', 'floors': 0, 'bp': '87/87', 'steps': 281}
{'distance': 0.09087000042200089, 'elevation': 0, 'calories': 37.487159729003906, 'pulse': 200, 'floors': 0, 'bp': '127/39', 'steps': 125}
{'distance': 0.04870999976992607, 'elevation': 0, 'calories': 30.187679290771484, 'pulse': '94', 'floors': 0, 'bp': '72/56', 'steps': 67}
{'distance': 0.09742999821901321, 'elevation': 3.0480000972747803, 'calories': 35.136478424072266, 'pulse': '187', 'floors': 1, 'bp': '74/15', 'steps': 134}
{'distance': 0.03125999867916107, 'elevation': 0, 'calories': 31.672319412231445, 'pulse': '134', 'floors': 0, 'bp': '83/47', 'steps': 43}
{'distance': 0.07705000042915344, 'elevation': 0, 'calories': 33.40439987182617, 'pulse': '160', 'floors': 0, 'bp': '133/96', 'steps': 106}
{'distance': 0, 'elevation': 0, 'calories': 23.135639190673828, 'pulse': 200, 'floors': 0, 'bp': '95/51', 'steps': 0}
{'distance': 0.007269999943673611, 'elevation': 0, 'calories': 39.342960357666016, 'pulse': 200, 'floors': 0, 'bp': '165/51', 'steps': 10}
{'distance': 0.0523499995470047, 'elevation': 0, 'calories': 30.43511962890625, 'pulse': '151', 'floors': 0, 'bp': '80/42', 'steps': 72}
{'distance': 0, 'elevation': 0, 'calories': 22.888200759887695, 'pulse': 200, 'floors': 0, 'bp': '192/19', 'steps': 0}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 25.48632049560547, 'pulse': '82', 'floors': 0, 'bp': '118/13', 'steps': 4}
{'distance': 0.026900000870227814, 'elevation': 0, 'calories': 29.94024085998535, 'pulse': 200, 'floors': 0, 'bp': '154/59', 'steps': 37}
{'distance': 0, 'elevation': 0, 'calories': 22.64076042175293, 'pulse': '98', 'floors': 0, 'bp': '119/92', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.011920928955078, 'pulse': '90', 'floors': 0, 'bp': '198/42', 'steps': 0}
{'distance': 0.08724000304937363, 'elevation': 0, 'calories': 29.569080352783203, 'pulse': 200, 'floors': 0, 'bp': '82/09', 'steps': 120}
{'distance': 0.10761000216007233, 'elevation': 3.0480000972747803, 'calories': 39.59040069580078, 'pulse': '80', 'floors': 1, 'bp': '170/79', 'steps': 148}
{'distance': 0, 'elevation': 0, 'calories': 23.011920928955078, 'pulse': '152', 'floors': 0, 'bp': '148/64', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.764480590820312, 'pulse': 200, 'floors': 0, 'bp': '106/85', 'steps': 0}
{'distance': 0.029810000211000443, 'elevation': 0, 'calories': 27.218399047851562, 'pulse': '173', 'floors': 0, 'bp': '182/78', 'steps': 41}
{'distance': 0, 'elevation': 0, 'calories': 22.64076042175293, 'pulse': '183', 'floors': 0, 'bp': '107/91', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.764480590820312, 'pulse': 200, 'floors': 0, 'bp': '165/73', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.26959991455078, 'pulse': '91', 'floors': 0, 'bp': '161/41', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.764480590820312, 'pulse': '183', 'floors': 0, 'bp': '100/19', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.393320083618164, 'pulse': '194', 'floors': 0, 'bp': '95/52', 'steps': 0}
{'distance': 0.026900000870227814, 'elevation': 0, 'calories': 28.703039169311523, 'pulse': 200, 'floors': 0, 'bp': '98/33', 'steps': 37}
{'distance': 0.01744999922811985, 'elevation': 0, 'calories': 28.703039169311523, 'pulse': 200, 'floors': 0, 'bp': '92/78', 'steps': 24}
{'distance': 0, 'elevation': 0, 'calories': 22.64076042175293, 'pulse': 200, 'floors': 0, 'bp': '138/29', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.26959991455078, 'pulse': '94', 'floors': 0, 'bp': '73/97', 'steps': 0}
