{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '199/47', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '160', 'floors': 0, 'bp': '105/62', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '123', 'floors': 0, 'bp': '184/97', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '168', 'floors': 0, 'bp': '92/71', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '124/17', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '81', 'floors': 0, 'bp': '100/97', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '180', 'floors': 0, 'bp': '73/15', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '169', 'floors': 0, 'bp': '73/05', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '95', 'floors': 0, 'bp': '114/77', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '147', 'floors': 0, 'bp': '167/44', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '80', 'floors': 0, 'bp': '79/46', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '86', 'floors': 0, 'bp': '99/43', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '136', 'floors': 0, 'bp': '119/85', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '80', 'floors': 0, 'bp': '83/54', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '96', 'floors': 0, 'bp': '153/39', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '91', 'floors': 0, 'bp': '137/46', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '175/63', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '104', 'floors': 0, 'bp': '165/05', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '96/10', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '90', 'floors': 0, 'bp': '164/89', 'steps': 0}
{'distance': 0.13449999690055847, 'elevation': 0, 'calories': 38.47692108154297, 'pulse': 200, 'floors': 0, 'bp': '96/91', 'steps': 185}
{'distance': 0.1206900030374527, 'elevation': 0, 'calories': 36.249961853027344, 'pulse': '139', 'floors': 0, 'bp': '165/42', 'steps': 166}
{'distance': 0.025450000539422035, 'elevation': 0, 'calories': 23.011920928955078, 'pulse': '99', 'floors': 0, 'bp': '91/23', 'steps': 35}
{'distance': 0, 'elevation': 0, 'calories': 20.29007911682129, 'pulse': '87', 'floors': 0, 'bp': '76/82', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.79520034790039, 'pulse': '83', 'floors': 0, 'bp': '182/69', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.671480178833008, 'pulse': '181', 'floors': 0, 'bp': '99/13', 'steps': 0}
{'distance': 0.031980000436306, 'elevation': 0, 'calories': 26.847240447998047, 'pulse': '188', 'floors': 0, 'bp': '87/38', 'steps': 44}
{'distance': 0.023269999772310257, 'elevation': 0, 'calories': 25.48632049560547, 'pulse': '117', 'floors': 0, 'bp': '74/85', 'steps': 32}
{'distance': 0.001449999981559813, 'elevation': 0, 'calories': 21.527280807495117, 'pulse': '81', 'floors': 0, 'bp': '73/72', 'steps': 2}
{'distance': 0, 'elevation': 0, 'calories': 19.671480178833008, 'pulse': 200, 'floors': 0, 'bp': '99/81', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.15612030029297, 'pulse': 200, 'floors': 0, 'bp': '105/13', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.918920516967773, 'pulse': '105', 'floors': 0, 'bp': '171/30', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.042640686035156, 'pulse': 200, 'floors': 0, 'bp': '87/54', 'steps': 0}
{'distance': 0.012360000051558018, 'elevation': 0, 'calories': 22.764480590820312, 'pulse': 200, 'floors': 0, 'bp': '103/18', 'steps': 17}
{'distance': 0.18320000171661377, 'elevation': 0, 'calories': 48.49824142456055, 'pulse': '92', 'floors': 0, 'bp': '87/47', 'steps': 252}
{'distance': 0.0516199991106987, 'elevation': 0, 'calories': 25.61004066467285, 'pulse': '80', 'floors': 0, 'bp': '184/18', 'steps': 71}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 20.537519454956055, 'pulse': '98', 'floors': 0, 'bp': '86/58', 'steps': 6}
{'distance': 0, 'elevation': 0, 'calories': 18.80544090270996, 'pulse': 200, 'floors': 0, 'bp': '116/23', 'steps': 0}
{'distance': 0.021810000762343407, 'elevation': 0, 'calories': 24.991439819335938, 'pulse': '173', 'floors': 0, 'bp': '93/45', 'steps': 30}
{'distance': 0, 'elevation': 0, 'calories': 23.63051986694336, 'pulse': 200, 'floors': 0, 'bp': '135/42', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 24.496559143066406, 'pulse': '89', 'floors': 0, 'bp': '163/30', 'steps': 7}
{'distance': 0.033440001308918, 'elevation': 0, 'calories': 29.692800521850586, 'pulse': 200, 'floors': 0, 'bp': '182/84', 'steps': 46}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 25.238880157470703, 'pulse': '82', 'floors': 0, 'bp': '145/87', 'steps': 21}
{'distance': 0.01962999999523163, 'elevation': 0, 'calories': 25.61004066467285, 'pulse': '167', 'floors': 0, 'bp': '115/24', 'steps': 27}
{'distance': 0.068340003490448, 'elevation': 0, 'calories': 37.85831832885742, 'pulse': '197', 'floors': 0, 'bp': '98/19', 'steps': 94}
{'distance': 0.040720000863075256, 'elevation': 0, 'calories': 30.682559967041016, 'pulse': 200, 'floors': 0, 'bp': '84/14', 'steps': 56}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 27.58955955505371, 'pulse': 200, 'floors': 0, 'bp': '87/00', 'steps': 21}
{'distance': 0.012360000051558018, 'elevation': 0, 'calories': 22.64076042175293, 'pulse': '87', 'floors': 0, 'bp': '112/93', 'steps': 17}
{'distance': 0, 'elevation': 0, 'calories': 18.80544090270996, 'pulse': '98', 'floors': 0, 'bp': '73/93', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '151/68', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '82', 'floors': 0, 'bp': '111/39', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '183', 'floors': 0, 'bp': '82/19', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '71/41', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '84', 'floors': 0, 'bp': '197/49', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '99', 'floors': 0, 'bp': '90/28', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '118', 'floors': 0, 'bp': '72/17', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '140/09', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '88', 'floors': 0, 'bp': '80/40', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '109', 'floors': 0, 'bp': '192/11', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '106', 'floors': 0, 'bp': '71/73', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '199', 'floors': 0, 'bp': '74/96', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '81/22', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '95/88', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '71/24', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '89', 'floors': 0, 'bp': '119/86', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '89/07', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '165/88', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '151', 'floors': 0, 'bp': '153/50', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '149/21', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '95', 'floors': 0, 'bp': '72/91', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '70/06', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '83', 'floors': 0, 'bp': '85/95', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '89', 'floors': 0, 'bp': '169/74', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '170/43', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '167', 'floors': 0, 'bp': '165/30', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '148/90', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '73/27', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '156', 'floors': 0, 'bp': '90/10', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '92/95', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '72/49', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '197', 'floors': 0, 'bp': '166/78', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '81', 'floors': 0, 'bp': '167/70', 'steps': 0}
