{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': 200, 'floors': 0, 'bp': '119/67', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '180', 'floors': 0, 'bp': '83/50', 'steps': 0}
{'distance': 0.05380000174045563, 'elevation': 0, 'calories': 31.169879913330078, 'pulse': '139', 'floors': 0, 'bp': '177/63', 'steps': 74}
{'distance': 0.06616000086069107, 'elevation': 0, 'calories': 29.56191062927246, 'pulse': 200, 'floors': 0, 'bp': '72/32', 'steps': 91}
{'distance': 0.034170001745224, 'elevation': 0, 'calories': 25.480140686035156, 'pulse': 200, 'floors': 0, 'bp': '106/68', 'steps': 47}
{'distance': 0, 'elevation': 0, 'calories': 19.7903995513916, 'pulse': '177', 'floors': 0, 'bp': '171/29', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.419330596923828, 'pulse': '149', 'floors': 0, 'bp': '98/63', 'steps': 0}
{'distance': 0.061069998890161514, 'elevation': 0, 'calories': 28.69607925415039, 'pulse': 200, 'floors': 0, 'bp': '196/56', 'steps': 84}
{'distance': 0.016720000654459, 'elevation': 0, 'calories': 22.14051055908203, 'pulse': '124', 'floors': 0, 'bp': '186/75', 'steps': 23}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 23.501100540161133, 'pulse': '97', 'floors': 0, 'bp': '89/42', 'steps': 21}
{'distance': 0.042169999331235886, 'elevation': 3.0480000972747803, 'calories': 23.130029678344727, 'pulse': '198', 'floors': 1, 'bp': '73/25', 'steps': 58}
{'distance': 0.08068999648094177, 'elevation': 0, 'calories': 36.488548278808594, 'pulse': '93', 'floors': 0, 'bp': '193/19', 'steps': 111}
{'distance': 0.056699998676776886, 'elevation': 0, 'calories': 33.27260971069336, 'pulse': 200, 'floors': 0, 'bp': '71/89', 'steps': 78}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': 200, 'floors': 0, 'bp': '131/80', 'steps': 0}
{'distance': 0.16794000566005707, 'elevation': 0, 'calories': 40.94139099121094, 'pulse': '182', 'floors': 0, 'bp': '85/42', 'steps': 231}
{'distance': 0.057440001517534256, 'elevation': 0, 'calories': 29.932979583740234, 'pulse': 200, 'floors': 0, 'bp': '150/30', 'steps': 79}
{'distance': 0.10179000347852707, 'elevation': 0, 'calories': 32.53047180175781, 'pulse': '182', 'floors': 0, 'bp': '124/83', 'steps': 140}
{'distance': 0.013810000382363796, 'elevation': 0, 'calories': 22.26420021057129, 'pulse': '90', 'floors': 0, 'bp': '77/78', 'steps': 19}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 21.645750045776367, 'pulse': 200, 'floors': 0, 'bp': '132/08', 'steps': 21}
{'distance': 0, 'elevation': 0, 'calories': 19.048259735107422, 'pulse': '90', 'floors': 0, 'bp': '108/19', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': '128', 'floors': 0, 'bp': '99/42', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.7903995513916, 'pulse': '92', 'floors': 0, 'bp': '147/25', 'steps': 0}
{'distance': 0.0058200000785291195, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': 200, 'floors': 0, 'bp': '92/47', 'steps': 8}
{'distance': 0.11342000216245651, 'elevation': 0, 'calories': 42.301979064941406, 'pulse': '126', 'floors': 0, 'bp': '85/43', 'steps': 156}
{'distance': 0, 'elevation': 0, 'calories': 19.666709899902344, 'pulse': '91', 'floors': 0, 'bp': '116/63', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': 200, 'floors': 0, 'bp': '187/85', 'steps': 0}
{'distance': 0.10615000128746033, 'elevation': 0, 'calories': 30.798809051513672, 'pulse': '88', 'floors': 0, 'bp': '72/44', 'steps': 146}
{'distance': 0.07417000085115433, 'elevation': 0, 'calories': 29.56191062927246, 'pulse': '80', 'floors': 0, 'bp': '168/63', 'steps': 102}
{'distance': 0, 'elevation': 0, 'calories': 19.91408920288086, 'pulse': '80', 'floors': 0, 'bp': '190/52', 'steps': 0}
{'distance': 0.033440001308918, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': '169', 'floors': 0, 'bp': '98/89', 'steps': 46}
{'distance': 0.03999000042676926, 'elevation': 0, 'calories': 24.614309310913086, 'pulse': '97', 'floors': 0, 'bp': '192/92', 'steps': 55}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '132', 'floors': 0, 'bp': '86/18', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '135', 'floors': 0, 'bp': '77/90', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': 200, 'floors': 0, 'bp': '71/75', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '97', 'floors': 0, 'bp': '71/05', 'steps': 0}
{'distance': 0.032710000872612, 'elevation': 0, 'calories': 24.490619659423828, 'pulse': '122', 'floors': 0, 'bp': '155/39', 'steps': 45}
{'distance': 0.012360000051558018, 'elevation': 0, 'calories': 24.119550704956055, 'pulse': 200, 'floors': 0, 'bp': '94/06', 'steps': 17}
{'distance': 0, 'elevation': 0, 'calories': 19.419330596923828, 'pulse': '187', 'floors': 0, 'bp': '99/67', 'steps': 0}
{'distance': 0.0501599982380867, 'elevation': 0, 'calories': 31.04619026184082, 'pulse': '174', 'floors': 0, 'bp': '166/32', 'steps': 69}
{'distance': 0.028349999338388443, 'elevation': 0, 'calories': 27.706560134887695, 'pulse': 200, 'floors': 0, 'bp': '112/99', 'steps': 39}
{'distance': 0, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': '86', 'floors': 0, 'bp': '141/01', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.893129348754883, 'pulse': '100', 'floors': 0, 'bp': '81/62', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 23.872169494628906, 'pulse': 200, 'floors': 0, 'bp': '97/03', 'steps': 7}
{'distance': 0.14539000391960144, 'elevation': 0, 'calories': 39.33341979980469, 'pulse': '141', 'floors': 0, 'bp': '75/50', 'steps': 200}
{'distance': 0, 'elevation': 0, 'calories': 19.29564094543457, 'pulse': 200, 'floors': 0, 'bp': '187/75', 'steps': 0}
{'distance': 0.04724999889731407, 'elevation': 0, 'calories': 30.798809051513672, 'pulse': 200, 'floors': 0, 'bp': '70/65', 'steps': 65}
{'distance': 0, 'elevation': 0, 'calories': 22.88265037536621, 'pulse': 200, 'floors': 0, 'bp': '157/82', 'steps': 0}
{'distance': 0.04870999976992607, 'elevation': 0, 'calories': 29.809289932250977, 'pulse': '155', 'floors': 0, 'bp': '159/67', 'steps': 67}
{'distance': 0, 'elevation': 0, 'calories': 27.33548927307129, 'pulse': 200, 'floors': 0, 'bp': '78/33', 'steps': 0}
{'distance': 0.10977999866008759, 'elevation': 0, 'calories': 43.04412078857422, 'pulse': '196', 'floors': 0, 'bp': '81/24', 'steps': 151}
{'distance': 0, 'elevation': 0, 'calories': 22.88265037536621, 'pulse': '130', 'floors': 0, 'bp': '74/97', 'steps': 0}
{'distance': 0.024720000103116035, 'elevation': 0, 'calories': 25.480140686035156, 'pulse': 200, 'floors': 0, 'bp': '177/57', 'steps': 34}
{'distance': 0.032710000872612, 'elevation': 0, 'calories': 26.222280502319336, 'pulse': 200, 'floors': 0, 'bp': '83/48', 'steps': 45}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 23.872169494628906, 'pulse': '91', 'floors': 0, 'bp': '135/73', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '90/02', 'steps': 0}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 20.285160064697266, 'pulse': 200, 'floors': 0, 'bp': '147/43', 'steps': 6}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '99', 'floors': 0, 'bp': '85/08', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.924570083618164, 'pulse': 200, 'floors': 0, 'bp': '175/18', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '70/93', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.800880432128906, 'pulse': '133', 'floors': 0, 'bp': '102/85', 'steps': 0}
{'distance': 0.08869999647140503, 'elevation': 0, 'calories': 35.99378967285156, 'pulse': '89', 'floors': 0, 'bp': '160/24', 'steps': 122}
{'distance': 0, 'elevation': 0, 'calories': 20.656230926513672, 'pulse': 200, 'floors': 0, 'bp': '97/04', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.52206039428711, 'pulse': 200, 'floors': 0, 'bp': '72/67', 'steps': 0}
{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 21.893129348754883, 'pulse': '87', 'floors': 0, 'bp': '93/77', 'steps': 13}
{'distance': 0, 'elevation': 0, 'calories': 20.03778076171875, 'pulse': 200, 'floors': 0, 'bp': '166/77', 'steps': 0}
{'distance': 0.055980000644922256, 'elevation': 0, 'calories': 27.088109970092773, 'pulse': 200, 'floors': 0, 'bp': '97/20', 'steps': 77}
{'distance': 0, 'elevation': 0, 'calories': 20.408849716186523, 'pulse': '85', 'floors': 0, 'bp': '193/39', 'steps': 0}
{'distance': 0.011640000157058239, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': '85', 'floors': 0, 'bp': '97/66', 'steps': 16}
{'distance': 0.022539999336004257, 'elevation': 0, 'calories': 26.222280502319336, 'pulse': '92', 'floors': 0, 'bp': '79/85', 'steps': 31}
{'distance': 0, 'elevation': 0, 'calories': 19.29564094543457, 'pulse': '134', 'floors': 0, 'bp': '103/50', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.03778076171875, 'pulse': '107', 'floors': 0, 'bp': '74/89', 'steps': 0}
{'distance': 0.07997000217437744, 'elevation': 0, 'calories': 30.551429748535156, 'pulse': 200, 'floors': 0, 'bp': '155/42', 'steps': 110}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 20.53253936767578, 'pulse': '98', 'floors': 0, 'bp': '94/53', 'steps': 6}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '83', 'floors': 0, 'bp': '146/12', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '90', 'floors': 0, 'bp': '122/69', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '154/04', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.924570083618164, 'pulse': '164', 'floors': 0, 'bp': '89/90', 'steps': 0}
{'distance': 0.0058200000785291195, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': 200, 'floors': 0, 'bp': '197/87', 'steps': 8}
{'distance': 0.007269999943673611, 'elevation': 0, 'calories': 21.027299880981445, 'pulse': '120', 'floors': 0, 'bp': '104/52', 'steps': 10}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '147', 'floors': 0, 'bp': '164/61', 'steps': 0}
