{'distance': 0, 'elevation': 0, 'calories': 18.80392074584961, 'pulse': '80', 'floors': 0, 'bp': '117/03', 'steps': 0}
{'distance': 0.010180000215768814, 'elevation': 0, 'calories': 25.360549926757812, 'pulse': '185', 'floors': 0, 'bp': '90/17', 'steps': 14}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 26.350229263305664, 'pulse': 200, 'floors': 0, 'bp': '158/27', 'steps': 21}
{'distance': 0, 'elevation': 0, 'calories': 23.010059356689453, 'pulse': 200, 'floors': 0, 'bp': '147/31', 'steps': 0}
{'distance': 0.039980001747608185, 'elevation': 0, 'calories': 33.03057098388672, 'pulse': '93', 'floors': 0, 'bp': '70/29', 'steps': 55}
{'distance': 0.31189000606536865, 'elevation': 6.0960001945495605, 'calories': 65.56629943847656, 'pulse': '101', 'floors': 2, 'bp': '90/69', 'steps': 429}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 26.226520538330078, 'pulse': '94', 'floors': 0, 'bp': '87/20', 'steps': 7}
{'distance': 0.029079999774694443, 'elevation': 0, 'calories': 30.55636978149414, 'pulse': 200, 'floors': 0, 'bp': '186/80', 'steps': 40}
{'distance': 0.010180000215768814, 'elevation': 0, 'calories': 27.834749221801758, 'pulse': '138', 'floors': 0, 'bp': '123/98', 'steps': 14}
{'distance': 0, 'elevation': 0, 'calories': 23.999740600585938, 'pulse': '97', 'floors': 0, 'bp': '96/25', 'steps': 0}
{'distance': 0.01090999972075224, 'elevation': 0, 'calories': 29.56669044494629, 'pulse': '155', 'floors': 0, 'bp': '80/00', 'steps': 15}
{'distance': 0.2690100073814392, 'elevation': 3.0480000972747803, 'calories': 55.05094909667969, 'pulse': '163', 'floors': 1, 'bp': '98/19', 'steps': 370}
{'distance': 0.0705299973487854, 'elevation': 0, 'calories': 38.844940185546875, 'pulse': '194', 'floors': 0, 'bp': '118/04', 'steps': 97}
{'distance': 0.04360999912023544, 'elevation': 0, 'calories': 34.51509094238281, 'pulse': 200, 'floors': 0, 'bp': '98/55', 'steps': 60}
{'distance': 0.026900000870227814, 'elevation': 0, 'calories': 36.123321533203125, 'pulse': '116', 'floors': 0, 'bp': '126/43', 'steps': 37}
{'distance': 0.041439998894929886, 'elevation': 0, 'calories': 33.64912033081055, 'pulse': 200, 'floors': 0, 'bp': '76/52', 'steps': 57}
{'distance': 0, 'elevation': 0, 'calories': 25.97909927368164, 'pulse': '95', 'floors': 0, 'bp': '70/41', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 24.86570930480957, 'pulse': 200, 'floors': 0, 'bp': '188/71', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 24.86570930480957, 'pulse': 200, 'floors': 0, 'bp': '74/50', 'steps': 0}
{'distance': 0.01744999922811985, 'elevation': 0, 'calories': 26.226520538330078, 'pulse': '119', 'floors': 0, 'bp': '172/38', 'steps': 24}
{'distance': 0.07633999735116959, 'elevation': 3.0480000972747803, 'calories': 32.28831100463867, 'pulse': 200, 'floors': 1, 'bp': '76/99', 'steps': 105}
{'distance': 0, 'elevation': 0, 'calories': 23.87602996826172, 'pulse': 200, 'floors': 0, 'bp': '143/90', 'steps': 0}
{'distance': 0.04653000086545944, 'elevation': 0, 'calories': 31.422340393066406, 'pulse': 200, 'floors': 0, 'bp': '81/13', 'steps': 64}
{'distance': 0.1330299973487854, 'elevation': 0, 'calories': 47.13351058959961, 'pulse': 200, 'floors': 0, 'bp': '84/47', 'steps': 183}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 27.33991050720215, 'pulse': '196', 'floors': 0, 'bp': '73/57', 'steps': 6}
{'distance': 0.003640000009909272, 'elevation': 0, 'calories': 25.48426055908203, 'pulse': 200, 'floors': 0, 'bp': '87/00', 'steps': 5}
{'distance': 0.03198999911546707, 'elevation': 0, 'calories': 30.185239791870117, 'pulse': 200, 'floors': 0, 'bp': '159/05', 'steps': 44}
{'distance': 0.061799999326467514, 'elevation': 0, 'calories': 35.62847900390625, 'pulse': '149', 'floors': 0, 'bp': '181/40', 'steps': 85}
{'distance': 0.04797999933362007, 'elevation': 0, 'calories': 33.15428161621094, 'pulse': '178', 'floors': 0, 'bp': '70/97', 'steps': 66}
{'distance': 0.08724000304937363, 'elevation': 0, 'calories': 39.71091079711914, 'pulse': '86', 'floors': 0, 'bp': '152/98', 'steps': 120}
{'distance': 0, 'elevation': 0, 'calories': 23.504899978637695, 'pulse': '82', 'floors': 0, 'bp': '97/32', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.25748062133789, 'pulse': '80', 'floors': 0, 'bp': '103/63', 'steps': 0}
{'distance': 0.0058200000785291195, 'elevation': 0, 'calories': 25.855390548706055, 'pulse': 200, 'floors': 0, 'bp': '86/53', 'steps': 8}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 25.236839294433594, 'pulse': '131', 'floors': 0, 'bp': '166/48', 'steps': 4}
{'distance': 0, 'elevation': 0, 'calories': 23.381189346313477, 'pulse': '88', 'floors': 0, 'bp': '126/16', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.133769989013672, 'pulse': '83', 'floors': 0, 'bp': '157/60', 'steps': 0}
{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 26.968780517578125, 'pulse': 200, 'floors': 0, 'bp': '144/62', 'steps': 13}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 24.86570930480957, 'pulse': 200, 'floors': 0, 'bp': '167/82', 'steps': 4}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 24.618289947509766, 'pulse': '108', 'floors': 0, 'bp': '85/14', 'steps': 4}
