{'distance': 0, 'elevation': 0, 'calories': 18.550500869750977, 'pulse': 200, 'floors': 0, 'bp': '87/76', 'steps': 0}
{'distance': 0.19557000696659088, 'elevation': 0, 'calories': 41.30577850341797, 'pulse': '90', 'floors': 0, 'bp': '172/32', 'steps': 269}
{'distance': 0.22641000151634216, 'elevation': 3.0480000972747803, 'calories': 43.40816879272461, 'pulse': 200, 'floors': 1, 'bp': '137/26', 'steps': 276}
{'distance': 0.3428899943828583, 'elevation': 0, 'calories': 59.114261627197266, 'pulse': '143', 'floors': 0, 'bp': '85/48', 'steps': 438}
{'distance': 0.31189998984336853, 'elevation': 0, 'calories': 51.32305145263672, 'pulse': '86', 'floors': 0, 'bp': '111/57', 'steps': 429}
{'distance': 0.021810000762343407, 'elevation': 0, 'calories': 28.56777000427246, 'pulse': '120', 'floors': 0, 'bp': '157/12', 'steps': 30}
{'distance': 0.0843299999833107, 'elevation': 0, 'calories': 33.51456832885742, 'pulse': 200, 'floors': 0, 'bp': '89/13', 'steps': 116}
{'distance': 0.04944000020623207, 'elevation': 0, 'calories': 27.331069946289062, 'pulse': '132', 'floors': 0, 'bp': '126/30', 'steps': 68}
{'distance': 0.068340003490448, 'elevation': 0, 'calories': 66.65812683105469, 'pulse': '177', 'floors': 0, 'bp': '95/40', 'steps': 94}
{'distance': 0.3075200021266937, 'elevation': 0, 'calories': 56.14617919921875, 'pulse': '97', 'floors': 0, 'bp': '138/54', 'steps': 423}
{'distance': 0.15703999996185303, 'elevation': 0, 'calories': 44.52119827270508, 'pulse': '98', 'floors': 0, 'bp': '172/54', 'steps': 216}
{'distance': 0.3380500078201294, 'elevation': 9.144000053405762, 'calories': 51.94139862060547, 'pulse': 200, 'floors': 3, 'bp': '134/14', 'steps': 465}
{'distance': 0.22317999601364136, 'elevation': 0, 'calories': 50.33369064331055, 'pulse': '88', 'floors': 0, 'bp': '167/46', 'steps': 307}
{'distance': 0.015270000323653221, 'elevation': 0, 'calories': 26.960060119628906, 'pulse': 200, 'floors': 0, 'bp': '193/64', 'steps': 21}
{'distance': 0.1017799973487854, 'elevation': 3.0480000972747803, 'calories': 33.01988983154297, 'pulse': '151', 'floors': 1, 'bp': '75/02', 'steps': 140}
{'distance': 0.12213999778032303, 'elevation': 3.0480000972747803, 'calories': 41.80046081542969, 'pulse': 200, 'floors': 1, 'bp': '82/15', 'steps': 168}
{'distance': 0.042169999331235886, 'elevation': 0, 'calories': 27.82575035095215, 'pulse': '95', 'floors': 0, 'bp': '86/02', 'steps': 58}
{'distance': 0.006539999973028898, 'elevation': 0, 'calories': 24.61033058166504, 'pulse': '98', 'floors': 0, 'bp': '78/95', 'steps': 9}
{'distance': 0.1832199990749359, 'elevation': 0, 'calories': 46.74726104736328, 'pulse': '96', 'floors': 0, 'bp': '75/34', 'steps': 252}
{'distance': 0.22754999995231628, 'elevation': 0, 'calories': 55.40415954589844, 'pulse': 200, 'floors': 0, 'bp': '103/06', 'steps': 313}
{'distance': 0.03053000010550022, 'elevation': 0, 'calories': 28.196760177612305, 'pulse': '90', 'floors': 0, 'bp': '77/83', 'steps': 42}
{'distance': 0.00872000027447939, 'elevation': 0, 'calories': 24.733999252319336, 'pulse': '93', 'floors': 0, 'bp': '190/36', 'steps': 12}
{'distance': 0.12358999997377396, 'elevation': 0, 'calories': 34.503929138183594, 'pulse': 200, 'floors': 0, 'bp': '193/32', 'steps': 170}
{'distance': 0.12358999997377396, 'elevation': 0, 'calories': 51.07571029663086, 'pulse': '92', 'floors': 0, 'bp': '160/99', 'steps': 170}
{'distance': 0, 'elevation': 0, 'calories': 23.002620697021484, 'pulse': '196', 'floors': 0, 'bp': '81/98', 'steps': 0}
{'distance': 0.00800000037997961, 'elevation': 0, 'calories': 24.857669830322266, 'pulse': '82', 'floors': 0, 'bp': '135/02', 'steps': 11}
{'distance': 0, 'elevation': 0, 'calories': 23.37363052368164, 'pulse': '84', 'floors': 0, 'bp': '148/42', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.5079402923584, 'pulse': 200, 'floors': 0, 'bp': '138/32', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.38426971435547, 'pulse': '92', 'floors': 0, 'bp': '79/53', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.620969772338867, 'pulse': '81', 'floors': 0, 'bp': '192/76', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.755279541015625, 'pulse': '176', 'floors': 0, 'bp': '159/18', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 25.228679656982422, 'pulse': 200, 'floors': 0, 'bp': '92/25', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 21.889589309692383, 'pulse': '198', 'floors': 0, 'bp': '95/18', 'steps': 0}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 24.733999252319336, 'pulse': 200, 'floors': 0, 'bp': '167/94', 'steps': 4}
{'distance': 0, 'elevation': 0, 'calories': 19.04517936706543, 'pulse': '119', 'floors': 0, 'bp': '124/22', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.550500869750977, 'pulse': 200, 'floors': 0, 'bp': '74/18', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.550500869750977, 'pulse': '87', 'floors': 0, 'bp': '90/56', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.550500869750977, 'pulse': '162', 'floors': 0, 'bp': '158/74', 'steps': 0}
{'distance': 0.32133999466896057, 'elevation': 0, 'calories': 53.549110412597656, 'pulse': '107', 'floors': 0, 'bp': '131/40', 'steps': 442}
{'distance': 0.07417000085115433, 'elevation': 0, 'calories': 39.945411682128906, 'pulse': '96', 'floors': 0, 'bp': '87/89', 'steps': 102}
{'distance': 0.02181999944150448, 'elevation': 0, 'calories': 30.051809310913086, 'pulse': 200, 'floors': 0, 'bp': '182/97', 'steps': 30}
{'distance': 0.10687000304460526, 'elevation': 3.0480000972747803, 'calories': 43.160831451416016, 'pulse': '89', 'floors': 1, 'bp': '172/53', 'steps': 147}
{'distance': 0.05307000130414963, 'elevation': 0, 'calories': 31.041170120239258, 'pulse': '131', 'floors': 0, 'bp': '85/95', 'steps': 73}
{'distance': 0, 'elevation': 0, 'calories': 22.631610870361328, 'pulse': 200, 'floors': 0, 'bp': '86/79', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.405550003051758, 'pulse': 200, 'floors': 0, 'bp': '101/95', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.787200927734375, 'pulse': 200, 'floors': 0, 'bp': '74/72', 'steps': 0}
{'distance': 0.00872000027447939, 'elevation': 0, 'calories': 23.002620697021484, 'pulse': '171', 'floors': 0, 'bp': '70/44', 'steps': 12}
{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 20.652889251708984, 'pulse': '80', 'floors': 0, 'bp': '79/31', 'steps': 13}
{'distance': 0, 'elevation': 0, 'calories': 18.550500869750977, 'pulse': '86', 'floors': 0, 'bp': '78/49', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.550500869750977, 'pulse': '88', 'floors': 0, 'bp': '71/66', 'steps': 0}
